Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv01,1,306456,6422528,3456
node_1,conv02,2,6537728,6422528,73728
node_1,conv03,3,1663488,3211264,147456
node_1,conv04,4,3326976,3211264,294912
node_1,conv05,5,861184,1605632,589824
node_1,conv06,6,1722368,1605632,1179648
node_1,conv07,7,1722368,1605632,1179648
node_1,conv08,8,460800,802816,2359296
node_1,conv09,9,921600,802816,4718592
node_1,conv10,10,921600,802816,4718592
node_1,conv11,11,262144,200704,4718592
node_1,conv12,12,262144,200704,4718592
node_1,conv13,13,262144,200704,4718592
node_1,fc1,14,50176,8192,205520896
node_1,fc2,15,8192,8192,33554432
node_1,fc3,16,8192,2000,8192000
